"Step","hearty-sponge-54 - Reward","swift-dust-53 - Reward","glamorous-waterfall-52 - Reward"
"63","41.93221518145479","39.6801993450812","46.50095079558376"
"64","50.46545880237349","20.033215676066153","-91.64193311166696"
"65","-30.307791233060485","58.260612894165774","37.59432158555404"
"66","56.79176153552939","51.44504776747688","43.34001479381801"
"67","79.64369165736959","26.070822261861007","-39.80247631669081"
"68","17.687329148648374","30.79536633423954","-39.81122727408331"
"69","43.59537063034602","43.9827830986708","24.98872920431353"
"70","31.64476446810329","9.76172065063003","-58.92586581989944"
"71","-195.5750848575666","35.2072778840149","-180.23475154147044"
"72","-34.40782944543301","4.03183431221855","2.943633019153282"
"73","-68.26096049873465","37.770572518103606","80.38488649415946"
"74","57.518466807017475","57.258739629560246","60.664585245243636"
"75","66.73594439331738","44.714050885737976","129.0842872117239"
"76","-171.927727482154","48.30688855053768","108.58820524059894"
"77","11.652809776074944","61.957373155721335","90.5765766120385"
"78","51.545193191161104","66.03980682329286","112.32145691545276"
"79","47.121306646296176","-30.340546044342446","134.10695631524035"
"80","44.50242356318762","-57.16732681486123","88.88241428485016"
"81","62.094569985067615","5.061849558701425","90.73454251408236"
"82","4.3144985383633525","65.79741403615803","23.807448231922137"
"83","64.68640403145614","44.67996478525876","14.671066595169961"
"84","66.95569933586924","12.460514124101275","36.636899364328855"
"85","32.1530072885227","-303.2749446339088","9.594200810249305"
"86","18.129233387734402","-8.154891978199743","-16.111162582238762"
"87","20.62635363163804","-9.27130766632736","-215.68796931194134"
"88","-36.58113397042307","55.76050004820466","48.48040691130271"
"89","50.512789708393946","58.805926974027194","22.21273733290549"
"90","-71.92460823217253","59.39722959207387","80.64161075612243"
"91","36.95820802321768","-15.356939054129356","37.804840705067186"
"92","-70.38401617871841","-75.97125481350685","22.453585128561926"
"93","69.19067615314171","102.61037725878805","97.68003771929067"
"94","-307.1955206206049","-28.18751285911788","33.41057200460477"
"95","-316.9350937373267","73.37180069110035","89.97535803434279"
"96","-237.20543491205007","43.00121446124036","69.50480228359149"
"97","69.23758495670202","62.88880939149944","120.97507275945951"
"98","-69.3740086740027","50.09806115038106","-12.881406813497335"
"99","42.60601046574539","106.11973884669453","-25.15512339295667"
"100","-4.034586391096468","25.353620535820653","10.138360600404752"
"101","66.99829944134814","45.2621913389375","44.347767928189015"
"102","-327.71035734588236","75.66264098876918","76.49570015131033"
"103","90.39194013560576","53.9225865847396","0.027488666481090718"
"104","105.35825395228838","60.85956672986016","29.588448624075113"
"105","-17.56061722326062","-158.61115004793191","23.77889483835952"
"106","66.84148741857133","60.008902561190546","64.07709354793143"
"107","80.37629991550102","67.90727397214344","2.041120654176069"
"108","74.27999491583061","50.658204271725026","-235.59730842484058"
"109","74.74200415006355","20.32763123375331","-144.0141821367423"
"110","55.605627724836324","59.21964368005195","-192.97248579550458"
"111","-27.275100813093065","-174.1933436936868","11.072626655679429"
"112","22.95357550798505","-204.30002389205146","43.10413165453054"
"113","-24.380122233174923","51.48697652679519","53.86877588234768"
"114","37.62730970031893","91.52365952353091","-210.22861308022993"
"115","61.30473693490092","-75.24620913445813","78.65424286484762"
"116","118.92375544174187","-53.501646676251355","61.778984182422"
"117","37.39442251659474","-81.44710174525225","76.66290371463019"
"118","46.11164526555129","9.26265426892263","-27.862954620774147"
"119","75.49737601413969","76.95830472756067","58.72204273481951"
"120","1.6115135269878493","-21.273460553205474","57.479295506443535"
"121","105.55274848703844","64.65567324119314","55.09509883231458"
"122","-29.48497925858912","16.48921386129396","44.687814344970604"
"123","0.743107195262553","84.34679588913663","76.86989634907484"
"124","38.0772251422305","98.33553668744477","66.0399258176603"
"125","5.752011895391192","26.361478901996364","17.218895720856594"
"126","86.30845854471328","-10.76557256634456","66.43484800977204"
"127","85.78695263657643","-127.23632173552974","-5.601463730516031"
"128","9.377072267423657","35.68911251651312","71.70479684542929"
"129","67.94410149295419","25.175597058009984","67.96382090130476"
"130","81.69729846988457","-337.2163961891769","1.1335253724696344"
"131","51.66124489466532","14.20573011623685","40.67800965884592"
"132","40.29642742711442","9.264747236691719","104.78096422535278"
"133","57.68344321843838","-32.475092723742094","102.7264735624355"
"134","0.9735517403102545","68.21778063143067","82.67993581065264"
"135","85.91702147045879","37.415143641427285","123.44617100304433"
"136","41.93134450553518","58.509516849218414","5.201862539650136"
"137","15.9499670636759","41.47248112994001","-1.5494374475555048"
"138","117.87533582562605","-226.10201403711665","127.14451275947202"
"139","55.38629016740985","20.442374359391824","92.70697216199838"
"140","104.96027611618248","45.168950288242385","28.40684081942956"
"141","82.99102964455331","40.22600580745382","108.84464140532137"
"142","-21.063481759719977","-35.687081329965125","45.65450164648457"
"143","-29.293847597119395","30.77418371983086","62.19541909111202"
"144","112.64106882691733","-8.43636615553519","45.090650125837016"
"145","13.65625198873282","-21.27451832370403","-163.45104692826436"
"146","39.83851727835636","16.241192491876642","102.19059574655782"
"147","80.98170438335904","57.81466096269153","-5.330404411810818"
"148","73.72004366299458","78.07466847753483","39.20440073860245"
"149","67.62542253112262","57.912509348964655","23.36576867782074"
"150","51.641230813062265","111.6512115199854","39.47834104110063"
"151","53.06364123041021","62.644775924138216","-5.213189056556047"
"152","33.181671501478036","-13.463356364695093","25.324845462569918"
"153","18.929000040913678","77.99146932210073","7.777591941087408"
"154","2.9763345765414613","-57.859069506390796","-45.689542639648394"
"155","24.1001546573723","36.73364875186488","108.85943854025578"
"156","41.683146206743174","81.8005600644232","81.46872044312349"
"157","16.74691642027554","71.41798582627398","37.40443273095178"
"158","31.235497649713807","19.992002575548796","-291.0534273677455"
"159","-14.091021002401263","62.36740295163857","62.29996730313236"
"160","22.8378712693292","10.866946112723937","46.324657593086755"
"161","47.86247123936184","55.220633245151035","0.51930586798224"
"162","99.32011088272114","-9.076456557594","62.415179176796116"
"163","42.244417928564474","65.20109318852248","12.027612427434974"
"164","1.2806345066212117","9.093029816366592","-5.650323349679454"
"165","-30.983091646519654","26.10046373827801","101.02852186780653"
"166","56.64547349939792","57.28089819941644","107.06930248347213"
"167","34.599357358203775","-4.338009932610436","10.79261273579769"
"168","80.3359880626031","105.87998806909926","-0.4070414870349879"
"169","17.013434286345557","60.82558915848031","20.573234974391156"
"170","92.73726154717488","-102.69130481327792","110.18155846364637"
"171","87.39585350846373","19.267728363839225","10.26958562076004"
"172","-4.25193752477648","89.16176230832274","52.81212247055885"
"173","82.75551675302832","-50.15488856942074","85.45277128325525"
"174","-0.7062983889534564","29.889572065186684","-45.006610506349496"
"175","46.169132880473796","-7.026515510245389","-27.95766056099646"
"176","-7.884417952967539","16.8245826146169","62.70085051375204"
"177","19.535322730809085","108.13837210880585","53.4416827734454"
"178","26.21307699789837","2.9012372548412486","48.41126207200463"
"179","65.8352497976442","6.953948114690348","97.97380189708497"
"180","49.479497566530355","-0.0667589833458635","18.81343692927844"
"181","53.52125975773231","11.353059465045249","44.78734981508347"
"182","44.11110967633235","-14.54897095293262","53.557944827646054"
"183","125.90153777153898","-191.3664747714745","2.899851741731979"
"184","125.49286289432152","-7.893538143947154","29.292260872685517"
"185","19.375823864466682","56.17838580644791","21.44752670611676"
"186","128.25247308678792","-7.045760681687881","-31.330727250339606"
"187","103.08797235151113","-226.4018347594501","25.877522633558883"
"188","42.09565226182639","-28.306610980597952","124.51362355292802"
"189","-140.74195433208166","-22.161517666222252","16.406182859646407"
"190","15.37300778258944","11.081986569397017","7.393396737081545"
"191","25.827125843097235","81.1352320894161","32.79281269873201"
"192","25.063007712389336","24.440866564529827","12.840965910878394"
"193","53.645465121455345","87.44381732913773","42.2263151412312"
"194","77.45860259728536","40.67447360757993","82.11756690318622"
"195","53.677891435931926","29.52986864896218","-12.392316131937278"
"196","64.32660892308938","undefined","108.12549267962252"
"197","116.95409774811712","undefined","34.09563711689404"
"198","99.68412875488876","undefined","5.678937869392115"
"199","-7.820449840373016","undefined","24.205380875216434"
"200","48.23303226111768","undefined","26.32809933783851"
"201","53.19529548349627","undefined","-2.030630004711597"
"202","51.480119343731445","undefined","48.829655798804794"
"203","88.88876082346155","undefined","110.02519406611964"
"204","94.94606471681622","undefined","29.947185471255807"
"205","23.723290647910005","undefined","46.75455934470986"
"206","81.94284622872975","undefined","-4.08149050780932"
"207","25.78591805760682","undefined","113.14389997906392"
"208","18.79331716969783","undefined","-123.55778949254874"
"209","87.4506249289859","undefined","4.081155372556566"
"210","-135.67873546036623","undefined","72.95192813411344"
"211","81.24030499938827","undefined","40.72753563424877"
"212","94.77785946805199","undefined","62.012828069563724"
"213","82.46804909901014","undefined","-23.390688260211277"
"214","40.42248815861709","undefined","-58.64505079379795"
"215","86.82127458970105","undefined","82.22848105097334"
"216","-23.351795123721587","undefined","30.495516365295828"
"217","37.98762700386641","undefined","52.40071656495099"
"218","51.817642208068605","undefined","-15.564007877997696"
"219","71.22810721638157","undefined","30.36048543002522"
"220","75.31787296191665","undefined","2.7425988199038613"
"221","undefined","undefined","69.38536535074661"
"222","undefined","undefined","82.27444660718164"
"223","undefined","undefined","94.09775570442413"
"224","undefined","undefined","50.582161905914006"
"225","undefined","undefined","62.77876550400319"
"226","undefined","undefined","-9.617879512920453"
"227","undefined","undefined","47.24040231471557"
"228","undefined","undefined","13.989276007718644"
"229","undefined","undefined","-6.495324894668215"
"230","undefined","undefined","33.297504665898764"
"231","undefined","undefined","89.21445298704509"
"232","undefined","undefined","-15.085702215366325"
